,#,Source,neg,neu,pos,compound,created_at,text,Tweets ago
493,98,@FoxNews,0.136,0.864,0.0,-0.296,2018-10-03 14:40:33+00:00,.@FLOTUS tours historic sites in Ghana on first stop of solo international tour https://t.co/M4tMZYy2xo https://t.co/ALnysRUUgj,98
249,49,@nytimes,0.0,0.811,0.189,0.6808,2018-10-03 14:45:07+00:00,"The United States ambassador to NATO nearly set off a diplomatic incident on Tuesday when she suggested that the United States might ""take out"" Russian missiles https://t.co/duP6mBwxHg",49
488,97,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 14:48:44+00:00,"Meghan, Duchess of Sussex received a bunch of flowers from well-wishers during a visit to the Pavilion Building in Brighton, England on Wednesday. The Duke and Duchess of Sussex have made their royal debut in their namesake land. https://t.co/VGoMznBdGu https://t.co/A9oigS9KZA",97
483,96,@FoxNews,0.0,0.863,0.137,0.6031,2018-10-03 14:52:07+00:00,.@KellyannePolls: “We have to make sure that we’re not blaming an entire gender for what individual men have done and that we’re not judging people…based on their politics and where they work.” https://t.co/UNUSQwVqYm,96
497,99,@CNN,0.0,0.896,0.104,0.296,2018-10-03 15:00:08+00:00,"Have a cellphone? Expect it to buzz and beep loudly this afternoon around 2:18 p.m. EDT with a ""Presidential Alert"" https://t.co/h6MlCMk69B https://t.co/26hqaWitcZ",99
478,95,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 15:00:13+00:00,.@SecPompeo delivers remarks at the @StateDept.  https://t.co/rp6SqHaIxK,95
244,48,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 15:00:14+00:00,"President Trump has long sold himself as a self-made billionaire, but a New York Times investigation found that he received at least $413 million in today’s dollars from his father’s real estate empire, much of it through tax dodges in the 1990s: https://t.co/MawOWgAT2P https://t.co/XPD1ogOCZw",48
492,98,@CNN,0.104,0.797,0.099,-0.0516,2018-10-03 15:10:04+00:00,The FBI is expanding its inquiry into sexual assault allegations against Supreme Court nominee Brett Kavanaugh beyond the initial four interviews that the White House directed to be conducted https://t.co/koRMhSA9Qs https://t.co/Gf4K8nOB3l,98
473,94,@FoxNews,0.0,0.899,0.101,0.4215,2018-10-03 15:12:03+00:00,.@SecPompeo: “I’m announcing that the United States is terminating the 1955 Treaty of Amity with Iran. This is a decision frankly that is 39 years overdue.” https://t.co/9kRhBgpTOO,94
468,93,@FoxNews,0.095,0.905,0.0,-0.296,2018-10-03 15:12:25+00:00,.@SenJohnKennedy: “You either believe that there is no due process left in America or you don’t. I happen to believe there is.” https://t.co/Qs60lR44FK,93
239,47,@nytimes,0.111,0.889,0.0,-0.4588,2018-10-03 15:15:09+00:00,The earthquake turned the ground into jelly in a deadly churn that sent buildings flowing sideways even as they were being sucked down into rubble https://t.co/85oRY8WjgL,47
463,92,@FoxNews,0.077,0.667,0.256,0.6249,2018-10-03 15:15:39+00:00,".@SenJohnKennedy: ""Both the accuser and the accused are entitled to respect and fairness and due process, and they're entitled to defend themselves."" https://t.co/IJiWhbQuer",92
487,97,@CNN,0.21,0.667,0.124,-0.5719,2018-10-03 15:25:24+00:00,"Soccer star Cristiano Ronaldo tweets a denial of rape allegations in an American woman's lawsuit and says he awaits the outcome with a ""clear conscience"" https://t.co/XruXjZqrvR https://t.co/YidTsoVhY7",97
234,46,@nytimes,0.05,0.875,0.074,0.2247,2018-10-03 15:29:04+00:00,"In Opinion

Op-Ed contributors Thomas Meaney and Saskia Schäfer write, ""Right-wing protests in Germany these days are an unusual spectacle: The police sometimes seem more like uniformed extras than able keepers of public order."" https://t.co/mc3xVesdll",46
458,91,@FoxNews,0.0,0.822,0.178,0.5984,2018-10-03 15:31:56+00:00,.@cvpayne discusses @federalreserve Chair Jerome Powell’s comments that the U.S. economy appears to be in a 'remarkably positive' period. https://t.co/vZk9gJyJpP,91
482,96,@CNN,0.174,0.729,0.097,-0.5859,2018-10-03 15:43:03+00:00,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regularly consuming the foods was linked with a 9% higher risk, according to an analysis of previous studies looking at over 1.2 million women. https://t.co/jAoAHYF82M",96
453,90,@FoxNews,0.273,0.462,0.265,-0.0516,2018-10-03 15:44:23+00:00,Green Beret Medic Who Received Medal of Honor From Trump Says He's Battling Cancer https://t.co/4noSlnkdR8,90
229,45,@nytimes,0.087,0.913,0.0,-0.296,2018-10-03 15:45:03+00:00,"""For me, adulthood sank in when my first student loan payment was due. I realized that I had no idea where to begin. I needed a plan."" https://t.co/vPtw8cDk4r",45
448,89,@FoxNews,0.088,0.809,0.103,0.101,2018-10-03 15:45:15+00:00,".@JohnCornyn: ""Unfortunately this confirmation process has turned into something very different from what we'd ordinarily expect, and I think it's more like a three-ring circus."" https://t.co/ufgRtH23zv",89
443,88,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 15:48:38+00:00,"Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' allegations https://t.co/mN4wAWFZuo https://t.co/mdIxVOCpGV",88
438,87,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 15:51:15+00:00,Comey subpoena considered by Republicans on Capitol Hill https://t.co/ayrUyWRFJ2 https://t.co/C4RSfm29Kb,87
224,44,@nytimes,0.043,0.921,0.035,-0.0772,2018-10-03 15:54:06+00:00,U.S. Senate Republicans are stepping up efforts to challenge Christine Blasey Ford’s credibility by confronting her with a sworn statement from a former boyfriend who took issue with assertions she made during testimony before the Judiciary Committee https://t.co/baAN5IPTsz,44
433,86,@FoxNews,0.072,0.792,0.136,0.4019,2018-10-03 15:55:03+00:00,"Packages sent to Pentagon that tested positive for ricin are suspected to have been mailed by a former Navy sailor, officials say https://t.co/aiAsTpuNiT https://t.co/OVn2STRXU6",86
20,4,@BBC,0.0,1.0,0.0,0.0,2018-10-03 15:58:03+00:00,🍜 The humble origins of an incredibly versatile food – the potted history of instant noodles. https://t.co/3RMBZ33zFY,4
477,95,@CNN,0.0,0.957,0.043,0.0772,2018-10-03 16:00:05+00:00,The Emerald Bay Maritime Heritage Trail just opened to scuba divers and snorkelers who want to see sunken historic recreational watercraft and barges from the 1920s and 1930s https://t.co/Og57S9xhSO https://t.co/HomyokQxFg,95
472,94,@CNN,0.0,0.946,0.054,0.2617,2018-10-03 16:00:07+00:00,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidation. But the owners of the company's remaining assets are looking into restarting the business. https://t.co/OQl1tzkhiS",94
219,43,@nytimes,0.08,0.849,0.072,-0.0772,2018-10-03 16:00:13+00:00,None of the 36 candidates the Republican Party is fielding for governor this year are black or Hispanic. Some in the GOP say that is a consequence of President Trump’s offensive language on race. https://t.co/75VWdjEKZA,43
428,85,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 16:03:29+00:00,Photo of the Day: Morning ground fog floats over a forest in Hungary. https://t.co/TW3FgXiROQ,85
423,84,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 16:12:01+00:00,Republican senator asks McCaskill campaign to remove him from ad https://t.co/2BMrSWeq9i,84
214,42,@nytimes,0.0,0.851,0.149,0.5994,2018-10-03 16:16:03+00:00,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver created a steady stream of income for Donald Trump and his siblings. https://t.co/C5bhgpFL87 https://t.co/zvmtjkt0vm",42
418,83,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 16:18:32+00:00,Yellowstone geyser eruption reveals decades of trash buildup https://t.co/aEtombExPG,83
467,93,@CNN,0.067,0.821,0.112,0.128,2018-10-03 16:21:49+00:00,"Travelers arriving in New Zealand could now face a fine of up to $3,200 (5,000 NZD) if they refuse to allow border officials access to their phones or electronic devices https://t.co/9lYqK9wDSi",93
209,41,@nytimes,0.078,0.922,0.0,-0.296,2018-10-03 16:30:07+00:00,"The University of Mississippi wants to remove the name of a major benefactor to its journalism school after his contentious Facebook post about two black female students.
https://t.co/rh1ipfcmri",41
462,92,@CNN,0.101,0.747,0.152,0.5106,2018-10-03 16:30:12+00:00,"President Trump's mockery of Christine Blasey Ford sparked an immediate backlash among two critical Republican swing votes on the nomination of Supreme Court hopeful Brett Kavanaugh, with Sens. Jeff Flake and Susan Collins pointedly rebuking the President https://t.co/GSJVEwZBV1",92
413,82,@FoxNews,0.273,0.462,0.265,-0.0516,2018-10-03 16:30:30+00:00,Green Beret Medic Who Received Medal of Honor From Trump Says He's Battling Cancer https://t.co/vY4LQUf7f0,82
408,81,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 16:35:40+00:00,Police officers in Texas were led on a chase that's far from what they're used to — a raccoon in their headquarters. https://t.co/GJUc6kOPMF https://t.co/0rBa57f9bP,81
457,91,@CNN,0.0,1.0,0.0,0.0,2018-10-03 16:35:57+00:00,Prince Harry and Meghan are the Duke and Duchess of Sussex -- and today they're making their first official visit to the region https://t.co/S92OKYOU6n https://t.co/pqgoxEUYc4,91
403,80,@FoxNews,0.048,0.813,0.138,0.6249,2018-10-03 16:40:23+00:00,".@SenatorCollins is escorted by U.S. Capitol Police past waiting reporters trying to ask about Supreme Court nominee Brett Kavanaugh Wednesday. Sen. Collins, whose vote on Kavanaugh is uncertain, was leaving the Senate Special Committee on Aging which she chairs. https://t.co/BPMxjtTtBx",80
452,90,@CNN,0.0,1.0,0.0,0.0,2018-10-03 16:42:08+00:00,"Oaktree Capital co-chairman @howardmarksbook joins @RichardQuest on @CNNMoney's ""Markets Now"" today to discuss how the average investor should bet in this soaring market. Tune in at 12:45 p.m. ET https://t.co/iTvR63uAxQ https://t.co/L6kR8q3rbg",90
204,40,@nytimes,0.256,0.696,0.048,-0.908,2018-10-03 16:45:06+00:00,"By the Book: Kate Atkinson, author of ""Transcription,"" wants ""absolutely no one"" to write her life story. ""If I was alive I would arrange to have them killed and if I were dead I would come back and haunt them. I can’t think of anything more horrible."" https://t.co/Q9vvMpYPFt",40
398,79,@FoxNews,0.104,0.896,0.0,-0.5423,2018-10-03 16:51:53+00:00,"In remarks on the Senate Floor Wednesday, @@senatemajldr Mitch McConnell spoke about the harassment himself and fellow GOP Senators have endured while the FBI investigation of Judge Brett Kavanaugh continues. https://t.co/WO00RtTPuJ",79
447,89,@CNN,0.101,0.899,0.0,-0.2023,2018-10-03 16:54:27+00:00,"Four men, described as ""serial rioters,"" have been charged in last year's deadly Charlottesville rally https://t.co/j9N1sALISp https://t.co/fIsp7YIKkX",89
393,78,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 16:54:35+00:00,"Casey Anthony ‘open’ to having more children, ‘doesn’t care’ what people think, report says https://t.co/ckRzvhpDwB",78
15,3,@BBC,0.0,0.868,0.132,0.4404,2018-10-03 16:55:01+00:00,❤️ Couples will soon be able to choose a civil partnership instead of a marriage thanks to Rebecca and Charles. https://t.co/nampxOV5ur,3
442,88,@CNN,0.0,0.828,0.172,0.7003,2018-10-03 17:00:01+00:00,New Zealand firm Perpetual Guardian has tested a four-day work week while still paying employees for the five. The company says the experiment is a success and productivity has increased. https://t.co/2T457BUTMd https://t.co/CZrsKtiBd1,88
199,39,@nytimes,0.084,0.797,0.118,0.128,2018-10-03 17:00:10+00:00,"Retaliatory tariffs enacted by China — on things like whiskey, pork and cranberries — could have a big negative impact on jobs and fortunes in counties that voted for President Trump. Will that affect who voters support in the midterms? https://t.co/7gEPbfhI3s",39
10,2,@BBC,0.0,0.851,0.149,0.5411,2018-10-03 17:03:42+00:00,RT @BBCnireland: ✍ @BBCApprentice is back tonight on @BBCOne so here are some tips to get you hired! - https://t.co/gc5KSIFQf1 https://t.co…,2
388,77,@FoxNews,0.262,0.738,0.0,-0.4404,2018-10-03 17:05:00+00:00,GOP lawmakers demand 'immediate' ethics probe into leak of Ford's Kavanaugh letter https://t.co/tHl5EMCoSp,77
21,4,@CBS,0.0,0.727,0.273,0.6956,2018-10-03 17:05:20+00:00,".@wayansjr debuted his perfect impression of his father on @colbertlateshow but everybody, be cool, and don't tell Damon Sr. https://t.co/YEQ8gUKyDi https://t.co/swoBT9OOTv",4
383,76,@FoxNews,0.104,0.896,0.0,-0.296,2018-10-03 17:08:39+00:00,"RT @FoxBusiness: Speaking to @MariaBartiromo, @GOPChairwoman Ronna McDaniel said Democrats will aim to ""stop Donald Trump"" if they take con…",76
378,75,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 17:08:48+00:00,RT @FoxBusiness: Stocks continue their record run  https://t.co/LpHFiXUBg5,75
194,38,@nytimes,0.307,0.693,0.0,-0.8807,2018-10-03 17:10:04+00:00,"""I’m sad that I might have caused people anguish in the job, or made people unhappy,"" says the ""Mad Men"" creator Matthew Weiner. ""Might have? I did."" https://t.co/ta9ShoiAXY",38
437,87,@CNN,0.0,1.0,0.0,0.0,2018-10-03 17:12:44+00:00,"The White House is now holding a press briefing, the first in nearly a month.

Watch live: https://t.co/UYpqI3w42L 
Follow live updates: https://t.co/FpZIZZ01KR https://t.co/k9t9er7gc7",87
373,74,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 17:13:23+00:00,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing  https://t.co/8OEMFROGuf,74
189,37,@nytimes,0.0,0.794,0.206,0.6369,2018-10-03 17:15:06+00:00,RT @NYTHealth: Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they couldn't get…,37
368,73,@FoxNews,0.0,0.607,0.393,0.875,2018-10-03 17:15:09+00:00,.@SBALinda: “I would like to thank the president for his generosity and for his support of the Small Business Administration.” https://t.co/KmKVYmN3n9,73
184,36,@nytimes,0.21,0.712,0.078,-0.5719,2018-10-03 17:20:11+00:00,Phones across the U.S. will soon buzz with a “presidential alert.” Don’t panic: It’s the first nationwide test of an emergency alert system. https://t.co/tpZp3zsQxy,36
363,72,@FoxNews,0.092,0.814,0.095,0.0258,2018-10-03 17:20:54+00:00,.@AmbJohnBolton: “The president has decided that the United States will withdraw from the optional protocol and dispute resolution to the Vienna Convention on diplomatic relations.” https://t.co/Ys1yE51kCB,72
432,86,@CNN,0.093,0.868,0.039,-0.2023,2018-10-03 17:24:53+00:00,Harvard University has placed its head diving coach on leave after allegations of sexual misconduct against him were detailed in a federal lawsuit filed by athletes he'd coached a few years earlier https://t.co/7NLD3e4a7b https://t.co/fZmcF2shmq,86
427,85,@CNN,0.183,0.817,0.0,-0.8074,2018-10-03 17:30:47+00:00,"White House press secretary Sarah Sanders is taking reporters' questions a day after President Trump mocked Christine Blasey Ford, who has accused Brett Kavanaugh of sexual assault. It’s the first White House press briefing since Sept. 10

Live updates: https://t.co/k7NXfmhmEk https://t.co/9r7EYThJUt",85
422,84,@CNN,0.053,0.947,0.0,-0.128,2018-10-03 17:31:06+00:00,"Eggs from Gravel Ridge Farms in Cullman, Alabama, have been linked to 38 cases of salmonella in seven states, the US Food and Drug Administration says https://t.co/BLxrHEnsuH https://t.co/OIedP4ggJy",84
179,35,@nytimes,0.193,0.712,0.095,-0.4019,2018-10-03 17:31:08+00:00,3 of the Republican senators who could decide whether Brett Kavanaugh joins the Supreme Court condemn President Trump's remarks mocking Christine Blasey Ford. It's unclear whether it will affect their vote. https://t.co/8wOz2pd4ho,35
358,71,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 17:32:39+00:00,".@PressSec: “They’re not opposed to Judge Kavanaugh’s judicial views, they’re literally trying to undercut the voice of the American people when they elected Donald Trump.” https://t.co/3Jda9GIner",71
353,70,@FoxNews,0.0,0.667,0.333,0.5413,2018-10-03 17:34:10+00:00,.@PressSec: “The president’s very confident his nominee.” https://t.co/BumkESYftU,70
348,69,@FoxNews,0.0,0.943,0.057,0.1154,2018-10-03 17:39:14+00:00,".@PressSec: “The testimony by Dr. Ford was compelling, but you can’t make this decision based on emotion, it has to be based on fact.” https://t.co/Qy3dNz6yEN",69
174,34,@nytimes,0.0,0.836,0.164,0.7096,2018-10-03 17:45:04+00:00,"U.S. Secretary of State Pompeo says the U.S. will withdraw from a 1955 treaty it signed with Iran, hours after the International Court of Justice ordered the U.S. to ease some sanctions. https://t.co/K7xQ47vGib",34
343,68,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 17:47:04+00:00,".@PressSec: “Everybody deserves to be heard, but that includes Judge Kavanaugh.” https://t.co/gfxyjGDx5k",68
338,67,@FoxNews,0.124,0.876,0.0,-0.3412,2018-10-03 17:49:29+00:00,Indiana woman says she 'never gave up hope' that Trump would get American flag quilt (via: @travfed) https://t.co/KeQnfY2EU2,67
417,83,@CNN,0.097,0.903,0.0,-0.4019,2018-10-03 17:50:07+00:00,"President Trump was “stating facts” when mocking Christine Blasey Ford at a campaign rally last night in Mississippi, White House press secretary Sarah Sanders says https://t.co/DO82fplHQi https://t.co/S4CssZfs9n",83
5,1,@BBC,0.0,1.0,0.0,0.0,2018-10-03 17:59:01+00:00,🎧❤️ Dementia playlists are making such a big difference to these people.  https://t.co/ojVDVuP6to,1
412,82,@CNN,0.217,0.783,0.0,-0.5574,2018-10-03 18:00:03+00:00,More than 250 people around the world have died taking selfies since 2011 https://t.co/09JyMfJIqo,82
169,33,@nytimes,0.0,0.886,0.114,0.4019,2018-10-03 18:00:21+00:00,Your first job out of college is a lot different than your summer internships. Here's a 3-month checklist to help you ace it. https://t.co/zHretqsNT0,33
333,66,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 18:01:16+00:00,'Rambo' star Sylvester Stallone reveals the fifth film's new look https://t.co/XixHQPwlCE,66
407,81,@CNN,0.364,0.636,0.0,-0.9313,2018-10-03 18:10:03+00:00,"High blood pressure. Anxiety. Depression. Insomnia. These are just a few of the possible long-term health consequences facing mid-life women who had experienced sexual assault and harassment, according to a new study https://t.co/5d5UwtfeEp",81
328,65,@FoxNews,0.0,0.652,0.348,0.7506,2018-10-03 18:11:02+00:00,"Virginia man runs with American flag in hand to honor son, others deployed https://t.co/VRCBlNU8wP",65
323,64,@FoxNews,0.0,0.891,0.109,0.4019,2018-10-03 18:11:07+00:00,"RT @ShepNewsTeam: Former FBI Special Agent Stuart Kaplan joins me live on @FoxNews Update after the show, with more on the Kavanaugh invest…",64
164,32,@nytimes,0.061,0.939,0.0,-0.2263,2018-10-03 18:15:06+00:00,"""People won’t forget that,"" said Frank McKenna, a former Canadian ambassador to the U.S. ""I think that’s now deep in our psyche — the way we were treated by this president.""
https://t.co/r0Caifu7Kh",32
318,63,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 18:16:33+00:00,".@SenJohnThune: “The point he was making is correct and that is that there are factual inconsistencies, factual inaccuracies in Dr. Ford’s testimony, but I think how you make those points does matter.” https://t.co/Jbsx6VW3wX",63
402,80,@CNN,0.155,0.735,0.11,-0.2732,2018-10-03 18:20:07+00:00,Residents in this Kentucky city are hanging dozens of bed sheet banners to support survivors of sexual assault https://t.co/ejUZfe3Lv0 https://t.co/WF9JpbZ1Kc,80
397,79,@CNN,0.167,0.833,0.0,-0.5859,2018-10-03 18:27:11+00:00,"RT @cnnbrk: US officials just ran a big test of an emergency system that uses your cell phone. We have the FAQs (and no, President Trump di…",79
313,62,@FoxNews,0.0,0.775,0.225,0.4939,2018-10-03 18:29:36+00:00,Former Secretary of State @JohnKerry speaks at the Atlantic's 2018 Festival.  https://t.co/SFUx74Mg7o,62
159,31,@nytimes,0.0,0.72,0.28,0.7506,2018-10-03 18:30:09+00:00,This recipe is perfect for those nights when you want dinner to be cold. And it can easily be made vegetarian. https://t.co/3iiyJR5xIx,31
392,78,@CNN,0.118,0.806,0.076,-0.2023,2018-10-03 18:30:09+00:00,A friend of Christine Blasey Ford is speaking out publicly for the first time to deny an allegation that Ford lied during testimony when she said she had never given advice on how to take a polygraph. https://t.co/ggpTsj32YD https://t.co/pfCFDY3b0i,78
387,77,@CNN,0.093,0.907,0.0,-0.4588,2018-10-03 18:30:43+00:00,"If you have a cell phone, it probably buzzed and beeped loudly this afternoon around 2:18 p.m. ET.

It's the first nationwide test of the system built by the federal government and cell phone carriers to warn Americans of an emergency. https://t.co/F2j5nnStup",77
382,76,@CNN,0.0,1.0,0.0,0.0,2018-10-03 18:31:51+00:00,"RT @CNNnewsroom: ""By any means necessary it appears at this point, Wolf, facts be damned,"" says @Acosta of White House press briefing in wh…",76
308,61,@FoxNews,0.0,0.783,0.217,0.3612,2018-10-03 18:34:29+00:00,Las Vegas massacre survivor leaves hospital year after shooting https://t.co/oBEvY3nCqV,61
154,30,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 18:35:31+00:00,Priyanka Chopra is investing in dating and social media app Bumble. It's the second company in her budding start-up portfolio. https://t.co/pCxQz97lfe,30
377,75,@CNN,0.09,0.872,0.038,-0.2023,2018-10-03 18:40:10+00:00,Harvard University placed its head diving coach on leave late Tuesday after allegations of sexual misconduct against him were detailed in a federal lawsuit filed by athletes he'd coached a few years earlier https://t.co/3JVpiDfz9K https://t.co/RS5ANF9ISY,75
149,29,@nytimes,0.0,0.707,0.293,0.8074,2018-10-03 18:44:45+00:00,Curious about what ordinary Canadians think of the negotiations for the United States-Mexico-Canada Agreement? The Times @readercenter compiled some of their comments. https://t.co/iOLc53EbRe,29
303,60,@FoxNews,0.0,0.78,0.22,0.4767,2018-10-03 18:47:22+00:00,Hospital staff line up in show of respect to organ donor https://t.co/BFYfVe2J2a,60
144,28,@nytimes,0.1,0.583,0.318,0.7906,2018-10-03 18:50:08+00:00,"She joked, she danced, she survived. A year after her party conference speech ended in disaster, Theresa May performed well this time, though divisions in her party over Brexit remain. https://t.co/cXjzRIJ0p4",28
372,74,@CNN,0.0,1.0,0.0,0.0,2018-10-03 18:50:09+00:00,"Astronomers say they may have made the first discovery of an exomoon, a moon outside our solar system https://t.co/L0h7ecNPRg https://t.co/lJFPhUXvkN",74
298,59,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 18:59:15+00:00,RT @FoxBusiness: Trump pulled golf out of the 'doldrums': Greg Norman https://t.co/iapI7u3mH9,59
367,73,@CNN,0.126,0.874,0.0,-0.5574,2018-10-03 19:00:12+00:00,"After a 29-year-old man died from an infection with what's commonly known as brain-eating amoeba, health officials are investigating the Texas surf resort he visited https://t.co/FEXH5RipqE https://t.co/UtwJpCTP58",73
0,0,@BBC,0.0,0.846,0.154,0.4939,2018-10-03 19:04:04+00:00,"The search for Lord Sugar's next business partner begins, and this year the challenges are bigger and better than ever...

#TheApprentice | 9pm | @BBCOne | https://t.co/erXOkFahKq https://t.co/6NLV2jbG16",0
293,58,@FoxNews,0.0,0.854,0.146,0.5574,2018-10-03 19:07:36+00:00,"Senator @JohnKennedy discussed ""due process"" in America amid the FBI's probe of the allegations leveled against Supreme Court nominee Brett Kavanaugh. https://t.co/AQ3HeB0rep",58
139,27,@nytimes,0.0,0.688,0.312,0.7096,2018-10-03 19:08:25+00:00,"The best TV shows and movies new to Netflix, Amazon and more in October https://t.co/NuIeMg2Zx7",27
362,72,@CNN,0.18,0.82,0.0,-0.5095,2018-10-03 19:10:07+00:00,The 42 most outrageous lines from Donald Trump's Mississippi campaign rally | Analysis by @CillizzaCNN https://t.co/g9TnRDDhza https://t.co/TMWUbRluHb,72
134,26,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 19:15:08+00:00,"RT @mccanner: We're five weeks out from the midterm elections. A lot's going to happen, and we found an entirely new way to bring you the a…",26
288,57,@FoxNews,0.231,0.769,0.0,-0.5423,2018-10-03 19:17:04+00:00,"Critics say @POTUS mocked Kavanaugh accuser's testimony, @WhiteHouse says he was just stating the facts https://t.co/7IV43EtqEZ https://t.co/ICoCtsuTZc",57
283,56,@FoxNews,0.441,0.559,0.0,-0.6486,2018-10-03 19:19:04+00:00,"Capitol Hill tensions flare over Kavanaugh, as protesters confront lawmakers https://t.co/0450PUpD3T",56
357,71,@CNN,0.0,1.0,0.0,0.0,2018-10-03 19:20:05+00:00,"With filming for the fifth ""Rambo"" film currently underway, Sylvester Stallone has unveiled the first images of John Rambo -- decked out in western gear, complete with a cowboy hat https://t.co/rP0wtpKXvk https://t.co/d4cQB7wSRt",71
278,55,@FoxNews,0.0,0.734,0.266,0.4404,2018-10-03 19:22:21+00:00,Lawmakers to lock @FBI Kavanaugh report in safe https://t.co/o3GWpDbEj9,55
129,25,@nytimes,0.0,0.954,0.046,0.2023,2018-10-03 19:22:36+00:00,"In the 1980s, Fred Trump made an important structural change to his empire that produced a big new source of revenue for Donald Trump and his siblings. Through family mortgages, Fred Trump made his children his bankers: https://t.co/XrFWdfRoYG https://t.co/idXUvjy7Yk",25
352,70,@CNN,0.0,0.934,0.066,0.0516,2018-10-03 19:25:08+00:00,"The FBI investigation expands, but Brett Kavanaugh and Christine Blasey Ford have not yet been interviewed https://t.co/gtRYguLZNL https://t.co/nvqXjfAXuz",70
273,54,@FoxNews,0.0,0.803,0.197,0.4019,2018-10-03 19:27:15+00:00,Former @FBI special agent Stuart Kaplan discusses the Kavanaugh investigation @ShepNewsTeam https://t.co/oD9y3cqJsU,54
347,69,@CNN,0.108,0.892,0.0,-0.3182,2018-10-03 19:30:10+00:00,"RT @CNNnewsroom: .@ananavarro on President Trump's Mississippi rally comments in which he mocked Christine Blasey Ford: ""When you think he…",69
342,68,@CNN,0.115,0.833,0.052,-0.4588,2018-10-03 19:30:10+00:00,"An FBI bomb technician was wounded by a booby-trapped wheelchair on an Oregon property that was littered with trip wires, animal traps and a circular hot tub set to roll towards intruders like the boulder in ""Raiders of the Lost Ark,"" court documents show https://t.co/YspjwapUys",68
337,67,@CNN,0.115,0.885,0.0,-0.3818,2018-10-03 19:30:22+00:00,"RT @CNNnewsroom: ""Brett Kavanaugh is being tried in the court of public opinion right now,"" argues CNN political contributor @mattklewis ht…",67
268,53,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 19:31:18+00:00,Dog or mountain lion? Mystery creature that crashed reporter's live shot ID'd after heated debate https://t.co/E6Y81x7KTZ,53
263,52,@FoxNews,0.0,0.69,0.31,0.743,2018-10-03 19:34:35+00:00,.@FLOTUS Melania Trump’s Africa trip could provide the best kind of US outreach (via @FoxNewsOpinion) https://t.co/9hr8LIDvb2,52
124,24,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 19:35:07+00:00,"The race for Tennessee's Senate seat pits self-described ""hard-core,"" pro-Trump Republican Rep. Marsha Blackburn against centrist, pro-business Democrat Phil Bredesen. Both have financial issues in their political pasts. https://t.co/FdDe57wf3a",24
16,3,@CBS,0.0,0.836,0.164,0.6705,2018-10-03 19:35:31+00:00,".@CrimMinds_CBS returns tonight for its 300th episode. In honor of the milestone season premiere, the cast has a message for all of you who have supported them over the years. https://t.co/u9XQhFV0X7",3
332,66,@CNN,0.166,0.834,0.0,-0.659,2018-10-03 19:40:11+00:00,No airport necessary? This new airline wants to eliminate the most frustrating parts of air travel and get passengers where they're going in a record amount of time https://t.co/JEEF1z6Jsg https://t.co/j3oZCyV7pr,66
258,51,@FoxNews,0.046,0.851,0.103,0.4404,2018-10-03 19:46:03+00:00,"""Fred Trump, starting when Donald Trump was 3 years old and moving forward, had been endlessly creative in coming up with new ways to get money into Donald Trump's pocket.""

David Barstow discusses an @nytimes report that accuses Trump of engaging in ""tax schemes"" during the '90s https://t.co/0kMzt9kv6B",51
253,50,@FoxNews,0.184,0.816,0.0,-0.4019,2018-10-03 19:48:52+00:00,".@WhiteHouse defends Trump’s mocking of Kavanaugh accuser, says he was 'stating facts' https://t.co/TMKlTgCTjt",50
327,65,@CNN,0.273,0.727,0.0,-0.8059,2018-10-03 19:50:04+00:00,"North Korean hackers tried to steal over $1 billion in ""particularly aggressive"" attacks on global banks, according to a new report from a cybersecurity watchdog https://t.co/C94dg4RA0N https://t.co/vmnDOoMSEG",65
